driver,month,spec,n_files,n_lines,driver_commit,submodule_sha
GODRIVER,2026-05,server-selection,108,2917,fd85a834,7039e699
GODRIVER,2026-05,sessions,7,1834,fd85a834,7039e699
GODRIVER,2026-05,transactions,44,17522,fd85a834,7039e699
GODRIVER,2026-05,transactions-convenient-api,10,2027,fd85a834,7039e699
GODRIVER,2026-05,unified-test-format,320,6353,fd85a834,7039e699
GODRIVER,2026-05,uri-options,12,1358,fd85a834,7039e699
GODRIVER,2026-05,versioned-api,6,1088,fd85a834,7039e699
PHPLIB,2024-10,atlas-data-lake-testing,7,212,7781e756,34f9a579
PHPLIB,2024-10,auth,2,696,7781e756,34f9a579
PHPLIB,2024-10,change-streams,8,3951,7781e756,34f9a579
PHPLIB,2024-10,client-side-encryption,113,28345,7781e756,34f9a579
PHPLIB,2024-10,client-side-operations-timeout,27,20280,7781e756,34f9a579
PHPLIB,2024-10,collection-management,5,436,7781e756,34f9a579
PHPLIB,2024-10,command-logging-and-monitoring,25,2942,7781e756,34f9a579
PHPLIB,2024-10,connection-monitoring-and-pooling,35,1708,7781e756,34f9a579
PHPLIB,2024-10,connection-string,8,1255,7781e756,34f9a579
PHPLIB,2024-10,crud,156,16682,7781e756,34f9a579
PHPLIB,2024-10,gridfs,6,945,7781e756,34f9a579
PHPLIB,2024-10,index-management,6,443,7781e756,34f9a579
PHPLIB,2024-10,initial-dns-seedlist-discovery,53,467,7781e756,34f9a579
PHPLIB,2024-10,load-balancers,8,1518,7781e756,34f9a579
PHPLIB,2024-10,max-staleness,32,965,7781e756,34f9a579
PHPLIB,2024-10,read-write-concern,8,807,7781e756,34f9a579
PHPLIB,2024-10,retryable-reads,45,12102,7781e756,34f9a579
PHPLIB,2024-10,retryable-writes,33,5912,7781e756,34f9a579
PHPLIB,2024-10,run-command,2,660,7781e756,34f9a579
PHPLIB,2024-10,server-discovery-and-monitoring,217,15502,7781e756,34f9a579
PHPLIB,2024-10,server-selection,73,1981,7781e756,34f9a579
PHPLIB,2024-10,sessions,7,1440,7781e756,34f9a579
PHPLIB,2024-10,transactions,40,16662,7781e756,34f9a579
PHPLIB,2024-10,transactions-convenient-api,10,2029,7781e756,34f9a579
PHPLIB,2024-10,unified-test-format,307,5913,7781e756,34f9a579
PHPLIB,2024-10,uri-options,11,1305,7781e756,34f9a579
PHPLIB,2024-10,versioned-api,6,1088,7781e756,34f9a579
PHPLIB,2024-11,atlas-data-lake-testing,7,212,213648fa,f321471e
PHPLIB,2024-11,auth,2,696,213648fa,f321471e
PHPLIB,2024-11,change-streams,8,3951,213648fa,f321471e
PHPLIB,2024-11,client-side-encryption,115,28488,213648fa,f321471e
PHPLIB,2024-11,client-side-operations-timeout,27,20280,213648fa,f321471e
PHPLIB,2024-11,collection-management,5,436,213648fa,f321471e
PHPLIB,2024-11,command-logging-and-monitoring,25,2942,213648fa,f321471e
PHPLIB,2024-11,connection-monitoring-and-pooling,35,1704,213648fa,f321471e
PHPLIB,2024-11,connection-string,8,1255,213648fa,f321471e
PHPLIB,2024-11,crud,164,17144,213648fa,f321471e
PHPLIB,2024-11,gridfs,8,1152,213648fa,f321471e
PHPLIB,2024-11,index-management,6,443,213648fa,f321471e
PHPLIB,2024-11,initial-dns-seedlist-discovery,53,467,213648fa,f321471e
PHPLIB,2024-11,load-balancers,8,1533,213648fa,f321471e
PHPLIB,2024-11,max-staleness,32,965,213648fa,f321471e
PHPLIB,2024-11,read-write-concern,8,807,213648fa,f321471e
PHPLIB,2024-11,retryable-reads,45,12102,213648fa,f321471e
PHPLIB,2024-11,retryable-writes,35,6197,213648fa,f321471e
PHPLIB,2024-11,run-command,2,660,213648fa,f321471e
PHPLIB,2024-11,server-discovery-and-monitoring,220,15879,213648fa,f321471e
PHPLIB,2024-11,server-selection,73,1981,213648fa,f321471e
PHPLIB,2024-11,sessions,7,1440,213648fa,f321471e
PHPLIB,2024-11,transactions,40,16662,213648fa,f321471e
PHPLIB,2024-11,transactions-convenient-api,10,2029,213648fa,f321471e
PHPLIB,2024-11,unified-test-format,314,6230,213648fa,f321471e
PHPLIB,2024-11,uri-options,11,1305,213648fa,f321471e
PHPLIB,2024-11,versioned-api,6,1088,213648fa,f321471e
PHPLIB,2024-12,atlas-data-lake-testing,7,212,0dce47c8,787bbe67
PHPLIB,2024-12,auth,2,696,0dce47c8,787bbe67
PHPLIB,2024-12,change-streams,8,3951,0dce47c8,787bbe67
PHPLIB,2024-12,client-side-encryption,115,28488,0dce47c8,787bbe67
PHPLIB,2024-12,client-side-operations-timeout,27,20280,0dce47c8,787bbe67
PHPLIB,2024-12,collection-management,5,436,0dce47c8,787bbe67
PHPLIB,2024-12,command-logging-and-monitoring,25,2942,0dce47c8,787bbe67
PHPLIB,2024-12,connection-monitoring-and-pooling,35,1704,0dce47c8,787bbe67
PHPLIB,2024-12,connection-string,8,1255,0dce47c8,787bbe67
PHPLIB,2024-12,crud,164,17144,0dce47c8,787bbe67
PHPLIB,2024-12,gridfs,8,1152,0dce47c8,787bbe67
PHPLIB,2024-12,index-management,6,443,0dce47c8,787bbe67
PHPLIB,2024-12,initial-dns-seedlist-discovery,53,467,0dce47c8,787bbe67
PHPLIB,2024-12,load-balancers,8,1533,0dce47c8,787bbe67
PHPLIB,2024-12,max-staleness,32,965,0dce47c8,787bbe67
PHPLIB,2024-12,read-write-concern,8,807,0dce47c8,787bbe67
PHPLIB,2024-12,retryable-reads,45,12102,0dce47c8,787bbe67
PHPLIB,2024-12,retryable-writes,35,6199,0dce47c8,787bbe67
PHPLIB,2024-12,run-command,2,660,0dce47c8,787bbe67
PHPLIB,2024-12,server-discovery-and-monitoring,220,15879,0dce47c8,787bbe67
PHPLIB,2024-12,server-selection,73,1981,0dce47c8,787bbe67
PHPLIB,2024-12,sessions,7,1440,0dce47c8,787bbe67
PHPLIB,2024-12,transactions,40,16662,0dce47c8,787bbe67
PHPLIB,2024-12,transactions-convenient-api,10,2029,0dce47c8,787bbe67
PHPLIB,2024-12,unified-test-format,314,6230,0dce47c8,787bbe67
PHPLIB,2024-12,uri-options,11,1305,0dce47c8,787bbe67
PHPLIB,2024-12,versioned-api,6,1088,0dce47c8,787bbe67
PHPLIB,2025-01,atlas-data-lake-testing,7,212,79fd723a,d9b434db
PHPLIB,2025-01,auth,2,696,79fd723a,d9b434db
PHPLIB,2025-01,change-streams,8,3951,79fd723a,d9b434db
PHPLIB,2025-01,client-side-encryption,115,28488,79fd723a,d9b434db
PHPLIB,2025-01,client-side-operations-timeout,27,20280,79fd723a,d9b434db
PHPLIB,2025-01,collection-management,5,436,79fd723a,d9b434db
PHPLIB,2025-01,command-logging-and-monitoring,25,2942,79fd723a,d9b434db
PHPLIB,2025-01,connection-monitoring-and-pooling,35,1704,79fd723a,d9b434db
PHPLIB,2025-01,connection-string,8,1255,79fd723a,d9b434db
PHPLIB,2025-01,crud,164,17144,79fd723a,d9b434db
PHPLIB,2025-01,gridfs,8,1152,79fd723a,d9b434db
PHPLIB,2025-01,index-management,6,443,79fd723a,d9b434db
PHPLIB,2025-01,initial-dns-seedlist-discovery,53,467,79fd723a,d9b434db
PHPLIB,2025-01,load-balancers,8,1533,79fd723a,d9b434db
PHPLIB,2025-01,max-staleness,32,965,79fd723a,d9b434db
PHPLIB,2025-01,read-write-concern,8,807,79fd723a,d9b434db
PHPLIB,2025-01,retryable-reads,45,12102,79fd723a,d9b434db
PHPLIB,2025-01,retryable-writes,35,6199,79fd723a,d9b434db
PHPLIB,2025-01,run-command,2,660,79fd723a,d9b434db
PHPLIB,2025-01,server-discovery-and-monitoring,220,15879,79fd723a,d9b434db
PHPLIB,2025-01,server-selection,73,1981,79fd723a,d9b434db
PHPLIB,2025-01,sessions,7,1440,79fd723a,d9b434db
PHPLIB,2025-01,transactions,40,16666,79fd723a,d9b434db
PHPLIB,2025-01,transactions-convenient-api,10,2029,79fd723a,d9b434db
PHPLIB,2025-01,unified-test-format,314,6230,79fd723a,d9b434db
PHPLIB,2025-01,uri-options,11,1305,79fd723a,d9b434db
PHPLIB,2025-01,versioned-api,6,1088,79fd723a,d9b434db
PHPLIB,2025-02,atlas-data-lake-testing,7,212,d70df1df,449d0397
PHPLIB,2025-02,auth,2,696,d70df1df,449d0397
PHPLIB,2025-02,change-streams,9,4034,d70df1df,449d0397
PHPLIB,2025-02,client-side-encryption,115,28488,d70df1df,449d0397
PHPLIB,2025-02,client-side-operations-timeout,27,20280,d70df1df,449d0397
PHPLIB,2025-02,collection-management,5,436,d70df1df,449d0397
PHPLIB,2025-02,command-logging-and-monitoring,25,2942,d70df1df,449d0397
PHPLIB,2025-02,connection-monitoring-and-pooling,35,1704,d70df1df,449d0397
PHPLIB,2025-02,connection-string,8,1255,d70df1df,449d0397
PHPLIB,2025-02,crud,164,17144,d70df1df,449d0397
PHPLIB,2025-02,gridfs,8,1152,d70df1df,449d0397
PHPLIB,2025-02,index-management,6,443,d70df1df,449d0397
PHPLIB,2025-02,initial-dns-seedlist-discovery,53,467,d70df1df,449d0397
PHPLIB,2025-02,load-balancers,8,1537,d70df1df,449d0397
PHPLIB,2025-02,max-staleness,32,965,d70df1df,449d0397
PHPLIB,2025-02,read-write-concern,8,807,d70df1df,449d0397
PHPLIB,2025-02,retryable-reads,45,12102,d70df1df,449d0397
PHPLIB,2025-02,retryable-writes,35,6199,d70df1df,449d0397
PHPLIB,2025-02,run-command,2,660,d70df1df,449d0397
PHPLIB,2025-02,server-discovery-and-monitoring,220,15894,d70df1df,449d0397
PHPLIB,2025-02,server-selection,73,1981,d70df1df,449d0397
PHPLIB,2025-02,sessions,7,1440,d70df1df,449d0397
PHPLIB,2025-02,transactions,40,16666,d70df1df,449d0397
PHPLIB,2025-02,transactions-convenient-api,10,2029,d70df1df,449d0397
PHPLIB,2025-02,unified-test-format,314,6230,d70df1df,449d0397
PHPLIB,2025-02,uri-options,11,1305,d70df1df,449d0397
PHPLIB,2025-02,versioned-api,6,1088,d70df1df,449d0397
PHPLIB,2025-03,atlas-data-lake-testing,7,212,693484e4,f3549601
PHPLIB,2025-03,auth,2,696,693484e4,f3549601
PHPLIB,2025-03,change-streams,9,4034,693484e4,f3549601
PHPLIB,2025-03,client-side-encryption,115,28597,693484e4,f3549601
PHPLIB,2025-03,client-side-operations-timeout,27,20352,693484e4,f3549601
PHPLIB,2025-03,collection-management,5,436,693484e4,f3549601
PHPLIB,2025-03,command-logging-and-monitoring,25,2936,693484e4,f3549601
PHPLIB,2025-03,connection-monitoring-and-pooling,35,1704,693484e4,f3549601
PHPLIB,2025-03,connection-string,8,1256,693484e4,f3549601
PHPLIB,2025-03,crud,164,17144,693484e4,f3549601
PHPLIB,2025-03,gridfs,8,1152,693484e4,f3549601
PHPLIB,2025-03,index-management,6,443,693484e4,f3549601
PHPLIB,2025-03,initial-dns-seedlist-discovery,53,467,693484e4,f3549601
PHPLIB,2025-03,load-balancers,8,1533,693484e4,f3549601
PHPLIB,2025-03,max-staleness,32,965,693484e4,f3549601
PHPLIB,2025-03,read-write-concern,8,807,693484e4,f3549601
PHPLIB,2025-03,retryable-reads,45,12102,693484e4,f3549601
PHPLIB,2025-03,retryable-writes,35,6198,693484e4,f3549601
PHPLIB,2025-03,run-command,2,660,693484e4,f3549601
PHPLIB,2025-03,server-discovery-and-monitoring,221,15918,693484e4,f3549601
PHPLIB,2025-03,server-selection,73,1981,693484e4,f3549601
PHPLIB,2025-03,sessions,7,1440,693484e4,f3549601
PHPLIB,2025-03,transactions,40,16665,693484e4,f3549601
PHPLIB,2025-03,transactions-convenient-api,10,2027,693484e4,f3549601
PHPLIB,2025-03,unified-test-format,315,6298,693484e4,f3549601
PHPLIB,2025-03,uri-options,11,1305,693484e4,f3549601
PHPLIB,2025-03,versioned-api,6,1088,693484e4,f3549601
PHPLIB,2025-04,atlas-data-lake-testing,7,212,4aed52d7,43d2c7ba
PHPLIB,2025-04,auth,2,696,4aed52d7,43d2c7ba
PHPLIB,2025-04,change-streams,9,4011,4aed52d7,43d2c7ba
PHPLIB,2025-04,client-side-encryption,115,28597,4aed52d7,43d2c7ba
PHPLIB,2025-04,client-side-operations-timeout,28,20447,4aed52d7,43d2c7ba
PHPLIB,2025-04,collection-management,5,436,4aed52d7,43d2c7ba
PHPLIB,2025-04,command-logging-and-monitoring,25,2936,4aed52d7,43d2c7ba
PHPLIB,2025-04,connection-monitoring-and-pooling,35,1704,4aed52d7,43d2c7ba
PHPLIB,2025-04,connection-string,8,1256,4aed52d7,43d2c7ba
PHPLIB,2025-04,crud,164,17144,4aed52d7,43d2c7ba
PHPLIB,2025-04,gridfs,8,1152,4aed52d7,43d2c7ba
PHPLIB,2025-04,index-management,6,443,4aed52d7,43d2c7ba
PHPLIB,2025-04,initial-dns-seedlist-discovery,53,467,4aed52d7,43d2c7ba
PHPLIB,2025-04,load-balancers,8,1533,4aed52d7,43d2c7ba
PHPLIB,2025-04,max-staleness,32,965,4aed52d7,43d2c7ba
PHPLIB,2025-04,read-write-concern,8,807,4aed52d7,43d2c7ba
PHPLIB,2025-04,retryable-reads,45,12102,4aed52d7,43d2c7ba
PHPLIB,2025-04,retryable-writes,35,6198,4aed52d7,43d2c7ba
PHPLIB,2025-04,run-command,2,660,4aed52d7,43d2c7ba
PHPLIB,2025-04,server-discovery-and-monitoring,221,15918,4aed52d7,43d2c7ba
PHPLIB,2025-04,server-selection,73,1981,4aed52d7,43d2c7ba
PHPLIB,2025-04,sessions,7,1440,4aed52d7,43d2c7ba
PHPLIB,2025-04,transactions,40,16665,4aed52d7,43d2c7ba
PHPLIB,2025-04,transactions-convenient-api,10,2027,4aed52d7,43d2c7ba
PHPLIB,2025-04,unified-test-format,315,6298,4aed52d7,43d2c7ba
PHPLIB,2025-04,uri-options,11,1305,4aed52d7,43d2c7ba
PHPLIB,2025-04,versioned-api,6,1088,4aed52d7,43d2c7ba
PHPLIB,2025-05,atlas-data-lake-testing,7,212,f1e61d85,1c1500ad
PHPLIB,2025-05,auth,2,696,f1e61d85,1c1500ad
PHPLIB,2025-05,change-streams,9,4011,f1e61d85,1c1500ad
PHPLIB,2025-05,client-side-encryption,119,28845,f1e61d85,1c1500ad
PHPLIB,2025-05,client-side-operations-timeout,28,20447,f1e61d85,1c1500ad
PHPLIB,2025-05,collection-management,5,436,f1e61d85,1c1500ad
PHPLIB,2025-05,command-logging-and-monitoring,25,2936,f1e61d85,1c1500ad
PHPLIB,2025-05,connection-monitoring-and-pooling,35,1704,f1e61d85,1c1500ad
PHPLIB,2025-05,connection-string,8,1256,f1e61d85,1c1500ad
PHPLIB,2025-05,crud,164,17144,f1e61d85,1c1500ad
PHPLIB,2025-05,gridfs,8,1152,f1e61d85,1c1500ad
PHPLIB,2025-05,index-management,6,443,f1e61d85,1c1500ad
PHPLIB,2025-05,initial-dns-seedlist-discovery,53,467,f1e61d85,1c1500ad
PHPLIB,2025-05,load-balancers,8,1533,f1e61d85,1c1500ad
PHPLIB,2025-05,max-staleness,32,965,f1e61d85,1c1500ad
PHPLIB,2025-05,read-write-concern,8,807,f1e61d85,1c1500ad
PHPLIB,2025-05,retryable-reads,45,12102,f1e61d85,1c1500ad
PHPLIB,2025-05,retryable-writes,35,6198,f1e61d85,1c1500ad
PHPLIB,2025-05,run-command,2,660,f1e61d85,1c1500ad
PHPLIB,2025-05,server-discovery-and-monitoring,221,15918,f1e61d85,1c1500ad
PHPLIB,2025-05,server-selection,73,1981,f1e61d85,1c1500ad
PHPLIB,2025-05,sessions,7,1440,f1e61d85,1c1500ad
PHPLIB,2025-05,transactions,40,16665,f1e61d85,1c1500ad
PHPLIB,2025-05,transactions-convenient-api,10,2027,f1e61d85,1c1500ad
PHPLIB,2025-05,unified-test-format,315,6309,f1e61d85,1c1500ad
PHPLIB,2025-05,uri-options,11,1305,f1e61d85,1c1500ad
PHPLIB,2025-05,versioned-api,6,1088,f1e61d85,1c1500ad
PHPLIB,2025-06,atlas-data-lake-testing,7,212,0058bc00,db693517
PHPLIB,2025-06,auth,2,696,0058bc00,db693517
PHPLIB,2025-06,change-streams,9,4011,0058bc00,db693517
PHPLIB,2025-06,client-side-encryption,119,28845,0058bc00,db693517
PHPLIB,2025-06,client-side-operations-timeout,28,20447,0058bc00,db693517
PHPLIB,2025-06,collection-management,5,436,0058bc00,db693517
PHPLIB,2025-06,command-logging-and-monitoring,25,2936,0058bc00,db693517
PHPLIB,2025-06,connection-monitoring-and-pooling,35,1704,0058bc00,db693517
PHPLIB,2025-06,connection-string,8,1256,0058bc00,db693517
PHPLIB,2025-06,crud,164,17144,0058bc00,db693517
PHPLIB,2025-06,gridfs,8,1152,0058bc00,db693517
PHPLIB,2025-06,index-management,6,443,0058bc00,db693517
PHPLIB,2025-06,initial-dns-seedlist-discovery,53,467,0058bc00,db693517
PHPLIB,2025-06,load-balancers,8,1533,0058bc00,db693517
PHPLIB,2025-06,max-staleness,32,965,0058bc00,db693517
PHPLIB,2025-06,mongodb-handshake,1,54,0058bc00,db693517
PHPLIB,2025-06,read-write-concern,8,807,0058bc00,db693517
PHPLIB,2025-06,retryable-reads,45,12102,0058bc00,db693517
PHPLIB,2025-06,retryable-writes,35,6198,0058bc00,db693517
PHPLIB,2025-06,run-command,2,660,0058bc00,db693517
PHPLIB,2025-06,server-discovery-and-monitoring,221,15918,0058bc00,db693517
PHPLIB,2025-06,server-selection,73,1981,0058bc00,db693517
PHPLIB,2025-06,sessions,7,1440,0058bc00,db693517
PHPLIB,2025-06,transactions,40,16665,0058bc00,db693517
PHPLIB,2025-06,transactions-convenient-api,10,2027,0058bc00,db693517
PHPLIB,2025-06,unified-test-format,302,6145,0058bc00,db693517
PHPLIB,2025-06,uri-options,11,1305,0058bc00,db693517
PHPLIB,2025-06,versioned-api,6,1088,0058bc00,db693517
PHPLIB,2025-07,atlas-data-lake-testing,7,212,ca939ba0,c13d23b9
PHPLIB,2025-07,auth,2,696,ca939ba0,c13d23b9
PHPLIB,2025-07,change-streams,9,4011,ca939ba0,c13d23b9
PHPLIB,2025-07,client-side-encryption,119,28846,ca939ba0,c13d23b9
PHPLIB,2025-07,client-side-operations-timeout,28,20447,ca939ba0,c13d23b9
PHPLIB,2025-07,collection-management,6,482,ca939ba0,c13d23b9
PHPLIB,2025-07,command-logging-and-monitoring,25,2936,ca939ba0,c13d23b9
PHPLIB,2025-07,connection-monitoring-and-pooling,35,1704,ca939ba0,c13d23b9
PHPLIB,2025-07,connection-string,8,1256,ca939ba0,c13d23b9
PHPLIB,2025-07,crud,189,18682,ca939ba0,c13d23b9
PHPLIB,2025-07,gridfs,8,1152,ca939ba0,c13d23b9
PHPLIB,2025-07,index-management,7,535,ca939ba0,c13d23b9
PHPLIB,2025-07,initial-dns-seedlist-discovery,53,467,ca939ba0,c13d23b9
PHPLIB,2025-07,load-balancers,8,1533,ca939ba0,c13d23b9
PHPLIB,2025-07,max-staleness,32,965,ca939ba0,c13d23b9
PHPLIB,2025-07,mongodb-handshake,1,54,ca939ba0,c13d23b9
PHPLIB,2025-07,read-write-concern,8,807,ca939ba0,c13d23b9
PHPLIB,2025-07,retryable-reads,45,12102,ca939ba0,c13d23b9
PHPLIB,2025-07,retryable-writes,35,6198,ca939ba0,c13d23b9
PHPLIB,2025-07,run-command,2,660,ca939ba0,c13d23b9
PHPLIB,2025-07,server-discovery-and-monitoring,221,15918,ca939ba0,c13d23b9
PHPLIB,2025-07,server-selection,73,1981,ca939ba0,c13d23b9
PHPLIB,2025-07,sessions,7,1440,ca939ba0,c13d23b9
PHPLIB,2025-07,transactions,40,16665,ca939ba0,c13d23b9
PHPLIB,2025-07,transactions-convenient-api,10,2027,ca939ba0,c13d23b9
PHPLIB,2025-07,unified-test-format,302,6146,ca939ba0,c13d23b9
PHPLIB,2025-07,uri-options,11,1305,ca939ba0,c13d23b9
PHPLIB,2025-07,versioned-api,6,1088,ca939ba0,c13d23b9
PHPLIB,2025-08,atlas-data-lake-testing,7,212,771b3da5,5ef7b1bc
PHPLIB,2025-08,auth,2,696,771b3da5,5ef7b1bc
PHPLIB,2025-08,change-streams,9,4011,771b3da5,5ef7b1bc
PHPLIB,2025-08,client-side-encryption,124,30012,771b3da5,5ef7b1bc
PHPLIB,2025-08,client-side-operations-timeout,28,20552,771b3da5,5ef7b1bc
PHPLIB,2025-08,collection-management,6,482,771b3da5,5ef7b1bc
PHPLIB,2025-08,command-logging-and-monitoring,25,2936,771b3da5,5ef7b1bc
PHPLIB,2025-08,connection-monitoring-and-pooling,35,1704,771b3da5,5ef7b1bc
PHPLIB,2025-08,connection-string,8,1256,771b3da5,5ef7b1bc
PHPLIB,2025-08,crud,190,18804,771b3da5,5ef7b1bc
PHPLIB,2025-08,gridfs,8,1152,771b3da5,5ef7b1bc
PHPLIB,2025-08,index-management,7,535,771b3da5,5ef7b1bc
PHPLIB,2025-08,initial-dns-seedlist-discovery,53,467,771b3da5,5ef7b1bc
PHPLIB,2025-08,load-balancers,8,1533,771b3da5,5ef7b1bc
PHPLIB,2025-08,max-staleness,32,965,771b3da5,5ef7b1bc
PHPLIB,2025-08,mongodb-handshake,1,54,771b3da5,5ef7b1bc
PHPLIB,2025-08,read-write-concern,8,807,771b3da5,5ef7b1bc
PHPLIB,2025-08,retryable-reads,45,12102,771b3da5,5ef7b1bc
PHPLIB,2025-08,retryable-writes,35,6198,771b3da5,5ef7b1bc
PHPLIB,2025-08,run-command,2,660,771b3da5,5ef7b1bc
PHPLIB,2025-08,server-discovery-and-monitoring,221,15918,771b3da5,5ef7b1bc
PHPLIB,2025-08,server-selection,73,1981,771b3da5,5ef7b1bc
PHPLIB,2025-08,sessions,7,1440,771b3da5,5ef7b1bc
PHPLIB,2025-08,transactions,40,16665,771b3da5,5ef7b1bc
PHPLIB,2025-08,transactions-convenient-api,10,2027,771b3da5,5ef7b1bc
PHPLIB,2025-08,unified-test-format,304,6162,771b3da5,5ef7b1bc
PHPLIB,2025-08,uri-options,11,1305,771b3da5,5ef7b1bc
PHPLIB,2025-08,versioned-api,6,1088,771b3da5,5ef7b1bc
PHPLIB,2025-09,auth,2,696,c9ddfcbe,ace53b16
PHPLIB,2025-09,change-streams,9,4011,c9ddfcbe,ace53b16
PHPLIB,2025-09,client-side-encryption,220,53740,c9ddfcbe,ace53b16
PHPLIB,2025-09,client-side-operations-timeout,28,20635,c9ddfcbe,ace53b16
PHPLIB,2025-09,collection-management,6,482,c9ddfcbe,ace53b16
PHPLIB,2025-09,command-logging-and-monitoring,25,2936,c9ddfcbe,ace53b16
PHPLIB,2025-09,connection-monitoring-and-pooling,35,1704,c9ddfcbe,ace53b16
PHPLIB,2025-09,connection-string,8,1256,c9ddfcbe,ace53b16
PHPLIB,2025-09,crud,189,18682,c9ddfcbe,ace53b16
PHPLIB,2025-09,gridfs,8,1152,c9ddfcbe,ace53b16
PHPLIB,2025-09,index-management,7,535,c9ddfcbe,ace53b16
PHPLIB,2025-09,initial-dns-seedlist-discovery,53,467,c9ddfcbe,ace53b16
PHPLIB,2025-09,load-balancers,8,1533,c9ddfcbe,ace53b16
PHPLIB,2025-09,max-staleness,32,965,c9ddfcbe,ace53b16
PHPLIB,2025-09,mongodb-handshake,1,54,c9ddfcbe,ace53b16
PHPLIB,2025-09,open-telemetry,22,1856,c9ddfcbe,ace53b16
PHPLIB,2025-09,read-write-concern,8,807,c9ddfcbe,ace53b16
PHPLIB,2025-09,retryable-reads,45,12102,c9ddfcbe,ace53b16
PHPLIB,2025-09,retryable-writes,35,6198,c9ddfcbe,ace53b16
PHPLIB,2025-09,run-command,2,660,c9ddfcbe,ace53b16
PHPLIB,2025-09,server-discovery-and-monitoring,221,15918,c9ddfcbe,ace53b16
PHPLIB,2025-09,server-selection,73,1981,c9ddfcbe,ace53b16
PHPLIB,2025-09,sessions,7,1440,c9ddfcbe,ace53b16
PHPLIB,2025-09,transactions,40,16665,c9ddfcbe,ace53b16
PHPLIB,2025-09,transactions-convenient-api,10,2027,c9ddfcbe,ace53b16
PHPLIB,2025-09,unified-test-format,318,6323,c9ddfcbe,ace53b16
PHPLIB,2025-09,uri-options,11,1305,c9ddfcbe,ace53b16
PHPLIB,2025-09,versioned-api,6,1088,c9ddfcbe,ace53b16
PHPLIB,2025-10,auth,2,705,89481cce,d41d48b9
PHPLIB,2025-10,change-streams,9,4011,89481cce,d41d48b9
PHPLIB,2025-10,client-side-encryption,220,53740,89481cce,d41d48b9
PHPLIB,2025-10,client-side-operations-timeout,28,20635,89481cce,d41d48b9
PHPLIB,2025-10,collection-management,6,482,89481cce,d41d48b9
PHPLIB,2025-10,command-logging-and-monitoring,25,2936,89481cce,d41d48b9
PHPLIB,2025-10,connection-monitoring-and-pooling,35,1704,89481cce,d41d48b9
PHPLIB,2025-10,connection-string,8,1256,89481cce,d41d48b9
PHPLIB,2025-10,crud,189,18682,89481cce,d41d48b9
PHPLIB,2025-10,gridfs,8,1152,89481cce,d41d48b9
PHPLIB,2025-10,index-management,7,535,89481cce,d41d48b9
PHPLIB,2025-10,initial-dns-seedlist-discovery,53,467,89481cce,d41d48b9
PHPLIB,2025-10,load-balancers,8,1533,89481cce,d41d48b9
PHPLIB,2025-10,max-staleness,32,965,89481cce,d41d48b9
PHPLIB,2025-10,mongodb-handshake,1,54,89481cce,d41d48b9
PHPLIB,2025-10,open-telemetry,22,1856,89481cce,d41d48b9
PHPLIB,2025-10,read-write-concern,8,807,89481cce,d41d48b9
PHPLIB,2025-10,retryable-reads,45,12102,89481cce,d41d48b9
PHPLIB,2025-10,retryable-writes,35,6198,89481cce,d41d48b9
PHPLIB,2025-10,run-command,2,660,89481cce,d41d48b9
PHPLIB,2025-10,server-discovery-and-monitoring,221,15918,89481cce,d41d48b9
PHPLIB,2025-10,server-selection,73,1981,89481cce,d41d48b9
PHPLIB,2025-10,sessions,7,1440,89481cce,d41d48b9
PHPLIB,2025-10,transactions,40,16665,89481cce,d41d48b9
PHPLIB,2025-10,transactions-convenient-api,10,2027,89481cce,d41d48b9
PHPLIB,2025-10,unified-test-format,318,6323,89481cce,d41d48b9
PHPLIB,2025-10,uri-options,11,1305,89481cce,d41d48b9
PHPLIB,2025-10,versioned-api,6,1088,89481cce,d41d48b9
PHPLIB,2025-11,auth,2,705,f2cfbc29,08ba029d
PHPLIB,2025-11,change-streams,9,4011,f2cfbc29,08ba029d
PHPLIB,2025-11,client-side-encryption,220,53740,f2cfbc29,08ba029d
PHPLIB,2025-11,client-side-operations-timeout,28,20635,f2cfbc29,08ba029d
PHPLIB,2025-11,collection-management,6,482,f2cfbc29,08ba029d
PHPLIB,2025-11,command-logging-and-monitoring,25,2936,f2cfbc29,08ba029d
PHPLIB,2025-11,connection-monitoring-and-pooling,35,1704,f2cfbc29,08ba029d
PHPLIB,2025-11,connection-string,8,1256,f2cfbc29,08ba029d
PHPLIB,2025-11,crud,189,18682,f2cfbc29,08ba029d
PHPLIB,2025-11,gridfs,8,1152,f2cfbc29,08ba029d
PHPLIB,2025-11,index-management,7,535,f2cfbc29,08ba029d
PHPLIB,2025-11,initial-dns-seedlist-discovery,53,467,f2cfbc29,08ba029d
PHPLIB,2025-11,load-balancers,8,1533,f2cfbc29,08ba029d
PHPLIB,2025-11,max-staleness,32,965,f2cfbc29,08ba029d
PHPLIB,2025-11,mongodb-handshake,1,54,f2cfbc29,08ba029d
PHPLIB,2025-11,open-telemetry,22,2008,f2cfbc29,08ba029d
PHPLIB,2025-11,read-write-concern,8,807,f2cfbc29,08ba029d
PHPLIB,2025-11,retryable-reads,45,12102,f2cfbc29,08ba029d
PHPLIB,2025-11,retryable-writes,35,6198,f2cfbc29,08ba029d
PHPLIB,2025-11,run-command,2,660,f2cfbc29,08ba029d
PHPLIB,2025-11,server-discovery-and-monitoring,221,15918,f2cfbc29,08ba029d
